deviceName,deviceType,ipAddress,productFamily,modelNr,serialNr,softwareVersion,systemTime,upTime
KC-875Swift-2960x-1.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.188.2,Switches and Hubs,WS-C2960X-48FPD-L,FCW2040B0BX,15.2(2)E5,2021-02-16T07:35:35.000Z,123759994743
CAMHRMCNT-000BB-AS01.stjoe.org,Cisco Catalyst 9300 Switch,10.187.4.100,Switches and Hubs,C9300-48U,FOC2429L757,16.12.3a,2021-02-16T07:47:38.000Z,3053274577
CAEQUNX-00000105-WR01.network.providence.org,Cisco ASR 1002-X Router,10.9.0.1,Routers,ASR1002-X,FOX2008GAUY,15.6(1)S4,2021-02-16T07:47:38.000Z,1145462026
WAKWKEDNT-01MDF1-AS02.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.111.128.3,Switches and Hubs,WS-C2960S-48TS-L,FOC1712W0Q8,15.2(1)E1,2021-02-16T07:35:35.000Z,213980332881
wsmc-iospk-s002.network.providence.org,Cisco Catalyst 3560G-48TS Switch,10.111.0.222,Switches and Hubs,WS-C3560G-48TS-S,FOC1202Y5AZ,12.2(55)SE9,2021-02-16T07:35:35.000Z,30216584713
KMC-RMC-2-2960X-1.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.163.2,Switches and Hubs,WS-C2960X-48LPS-L,FOC2008S2P8,15.2(2)E6,2021-02-16T07:35:35.000Z,72001099104
AKCARESNT-1122-CS01.network.providence.org,Cisco Catalyst 4500 Virtual Switching System,10.20.59.129,Switches and Hubs,WS-C4500X-16,JAE22480JSR,03.08.04.E,2021-02-16T07:35:35.000Z,36801749290
AKANBPKNT-01MDF-WR01.network.providence.org,Cisco 4331 Integrated Services Router,10.20.232.51,Routers,ISR4331/K9,FLM2140V1C8,16.12.4,2021-02-16T07:35:35.000Z,10697725
CA-SPMC-EBDG-001N-S02.network.providence.org,Cisco Catalyst 9300 Switch,10.14.90.33,Switches and Hubs,C9300-48P,FCW2250E0RZ,16.9.4,2021-02-16T07:41:11.000Z,28921933779
OPMCPL5WS001.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.72,Switches and Hubs,WS-C3750-48PS-S,CAT1115ZJ6A,12.2(55)SE1,2021-02-16T07:39:34.000Z,118593312973
CA-SPMC-CBDG-001S-S07.network.providence.org,Cisco 3750 Stackable Switches,10.15.127.246,Switches and Hubs,WS-C3750-48PS-S,CAT1125ZJDG,12.2(55)SE1,2021-02-16T07:41:11.000Z,11959602180
WCOT-B2A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.4,Switches and Hubs,,,12.2(55)SE10,2021-02-16T07:35:35.000Z,22409358024
WCOT-CUP-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.80,Switches and Hubs,WS-C3750X-48PF-L,FDO1440K0WD,12.2(53)SE2,2021-02-16T07:35:35.000Z,58986642850
OPMC507-S001,Cisco 3750 Stackable Switches,10.150.16.83,Switches and Hubs,WS-C3750-48TS-S,CAT0919Y1GK,12.2(55)SE1,2021-02-16T07:39:34.000Z,11148512799
ORSTVMCNT-MOB45-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.240.27,Switches and Hubs,C9300-48P,FCW2130G0DQ,16.12.4,2021-02-16T07:39:34.000Z,2017620164
AAMC-G1161-S001.network.providence.org,Cisco 3750 Stackable Switches,10.16.43.41,Switches and Hubs,WS-C3750-48PS-S,FDO1305Y0DX,12.2(55)SE5,2021-02-16T07:35:35.000Z,232117317202
ORSTVMC-000LLDC1-WR02.network.providence.org,Cisco 4451 Series Integrated Services Router,10.242.2.11,Routers,ISR4451-X/K9,FJC2136D0EJ,16.12.4,2021-02-16T07:39:34.000Z,6558914455
ORPDXNP-011A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.244.162.19,Switches and Hubs,C9300-48P,FOC2218Z0AY,16.6.2,2021-02-16T07:39:34.000Z,78414422562
CACYNMBNT-01MDF-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.8.185.2,Switches and Hubs,C9300-48P,FCW2133L04Y,16.6.2,2021-02-16T07:39:34.000Z,2288094211
AK-AKMC-BLDD-1109-S01.network.providence.org,Cisco 3750 Stackable Switches,10.19.240.21,Switches and Hubs,WS-C3750-48PS-S,FDO1245Z1US,12.2(55)SE5,2021-02-16T07:35:35.000Z,79499974580
MMGPL-LAS-MDFPL2-02.stjoe.org,Cisco 3750 Stackable Switches,10.199.202.7,Switches and Hubs,WS-C3750X-48PF-L,FDO1720R2CW,15.0(2)SE6,2021-02-16T07:44:31.000Z,13948381087
SJEFN-CDSW-FINAN-01.stjoe.org,Cisco 3750 Stackable Switches,156.72.136.10,Switches and Hubs,WS-C3750X-48PF-L,FDO1643Z2G6,12.2(55)SE5,2021-02-16T07:44:31.000Z,34175706734
MHRMC-LAS-PAV5-01.stjoe.org,Cisco 3750 Stackable Switches,10.195.1.210,Switches and Hubs,WS-C3750X-48PF-L,FDO1937F1AY,12.2(55)SE10,2021-02-16T07:44:31.000Z,151840732842
AAMC-XXT1-S003.network.providence.org,Cisco 3750 Stackable Switches,10.16.175.63,Switches and Hubs,WS-C3750V2-48PS-S,FDO1440Y1RE,12.2(55)SE1,2021-02-16T07:35:35.000Z,47378050790
AAMC-DST4-S002.network.providence.org,Cisco 3750 Stackable Switches,10.19.240.12,Switches and Hubs,WS-C3750-48PS-S,CAT1019R25H,12.2(55)SE5,2021-02-16T07:35:35.000Z,43863810822
OPSH-2E-S001.network.providence.org,Cisco 3750 Stackable Switches,10.253.87.11,Switches and Hubs,WS-C3750V2-48PS-S,FDO1450X2XQ,12.2(55)SE1,2021-02-16T07:39:34.000Z,311293645064
OPSH-1B-S002.network.providence.org,Cisco 3750 Stackable Switches,10.243.2.22,Switches and Hubs,WS-C3750V2-48PS-S,FDO1716Y15R,12.2(55)SE1,2021-02-16T07:39:34.000Z,43207839345
WRDC-3E-S001.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.230.99.48,Switches and Hubs,WS-C2960XR-48FPD-I,FDO2011B0ZC,15.2(4)E6,2021-02-16T07:41:11.000Z,51857169237
WARCSLCNT-01MDF-SW01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.215.1,Switches and Hubs,C9300-48P,FCW2237G012,16.8.1a,2021-02-16T07:41:11.000Z,2614565704
WARCSLCNT-01MDF-SW02.network.providence.org,Cisco Catalyst 9300 Switch,10.236.215.3,Switches and Hubs,C9300-48P,FOC2234Q084,16.8.1a,2021-02-16T07:41:11.000Z,2640237057
WVOPMDF-S901.network.providence.org,Cisco Catalyst 6509 Switch,10.230.29.2,Switches and Hubs,WS-C6509-E,SMG1215N0BE,12.2(18)SXF13,2021-02-16T07:41:11.000Z,176625640040
WAVALOPNT-E2-W01.network.providence.org,Cisco Catalyst 9300 Switch,10.230.37.53,Switches and Hubs,C9300-48P,FOC2236Q03V,16.8.1a,2021-02-16T07:41:11.000Z,1055499898
OR-POPK-BDG2-003E-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.26,Switches and Hubs,WS-C3750V2-48PS-S,FDO1451X16J,12.2(55)SE1,2021-02-16T07:39:34.000Z,37009165
,,10.236.99.55,,,,,2021-02-16T07:41:11.000Z,
WASTPMCNT-EGP3B-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.132,Switches and Hubs,C9300-48P,FCW2234S002,16.6.2,2021-02-16T07:41:11.000Z,38658126282
ORSTVMCNT-0002W-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.2.12,Switches and Hubs,C9300-48P,FCW2213G12U,16.6.2,2021-02-16T07:39:34.000Z,10697704757
OPMCPL3WS001.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.70,Switches and Hubs,WS-C3750-24PS-S,FDO1134Z4YB,12.2(55)SE1,2021-02-16T07:39:34.000Z,18959110
OCTW-1E-S001.network.providence.org,Cisco 3750 Stackable Switches,10.253.20.14,Switches and Hubs,WS-C3750V2-48PS-S,FDO1504X1SD,12.2(55)SE1,2021-02-16T07:39:34.000Z,51713793
AAMC-FB086-S003.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.6,Switches and Hubs,WS-C3750-48PS-S,FDO1334X262,12.2(55)SE5,2021-02-16T07:35:35.000Z,44785293913
OPSH-1B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.253.87.10,Switches and Hubs,WS-C3750V2-48PS-S,FDO1504X1S6,12.2(55)SE1,2021-02-16T07:39:34.000Z,13911358411
OPSH-2E-S001.network.providence.org,Cisco 3750 Stackable Switches,10.253.87.11,Switches and Hubs,WS-C3750-48PS-S,CAT1126RGED,12.2(55)SE1,2021-02-16T07:39:34.000Z,311293645064
WSMC-HIDC-WC01,Cisco 5508 Wireless LAN Controller,10.108.192.142,Wireless Controller,AIR-CT5508-K9,FCW1904B05U,8.5.140.0,2021-02-16T07:37:39.000Z,23924398154
WSBY-4A5-WC02,Cisco 5508 Wireless LAN Controller,170.173.166.64,Wireless Controller,AIR-CT5508-K9,FCW1526L03R,8.5.140.0,2021-02-16T07:37:39.000Z,25324653169
HIE-3-4510-1.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.19,Switches and Hubs,WS-C4510R+E,FOX1504GC0C,03.02.02.SG,2021-02-16T07:39:34.000Z,149035518759
OPMHSURGS001.network.providence.org,Cisco 3750 Stackable Switches,10.247.2.253,Switches and Hubs,WS-C3750-48PS-S,CAT1034ZMND,12.2(55)SE1,2021-02-16T07:38:05.000Z,152463298565
,,10.217.255.10,,,,,2021-02-16T07:39:34.000Z,
OHJSMAINS001.network.providence.org,Cisco 3750 Stackable Switches,10.249.254.34,Switches and Hubs,WS-C3750-48PS-S,CAT1115ZGV7,12.2(55)SE1,2021-02-16T07:38:05.000Z,16174974791
OMMC1403S001.network.providence.org,Cisco 3750 Stackable Switches,10.248.2.27,Switches and Hubs,WS-C3750-48PS-S,FDO1227Z0U8,12.2(55)SE1,2021-02-16T07:38:05.000Z,206913197566
SJOPA-LAS-IDFPav3-01.stjoe.org,Cisco 3750 Stackable Switches,10.193.2.140,Switches and Hubs,WS-C3750X-48PF-L,FDO1750R118,15.0(2)SE6,2021-02-16T07:44:31.000Z,178790816964
SRMOD-LAS-MOBG-04.stjoe.org,Cisco 3750 Stackable Switches,10.209.3.46,Switches and Hubs,,,15.0(2)SE6,2021-02-16T07:44:31.000Z,44473372018
CA-HCMC-HCPN-003E-E02.network.providence.org,Cisco 3750 Stackable Switches,10.4.90.52,Switches and Hubs,WS-C3750-24PS-S,CAT1013N2XN,12.2(55)SE1,2021-02-16T07:38:05.000Z,12441916850
CA-HCMC-HCPL-003A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.90.49,Switches and Hubs,C9300-48P,FCW2151G0HM,16.6.2,2021-02-16T07:38:05.000Z,30194898229
CA-SBMP-LCMI-S207-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.13.11.248,Switches and Hubs,,,,2021-02-16T07:41:11.000Z,32514965075
WASTPMCNT-0002A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.34,Switches and Hubs,C9300-48P,FCW2136L026,16.6.2,2021-02-16T07:36:43.000Z,74189819194
WPCH-01C-S001.network.providence.org,Cisco 3750 Stackable Switches,10.239.99.50,Switches and Hubs,WS-C3750V2-48PS-S,FDO1644Y2WM,12.2(55)SE1,2021-02-16T07:41:11.000Z,60436345758
AKAKARBNT-DC305-WR01.network.providence.org,Cisco ASR 1002-HX Router,10.21.15.71,Routers,ASR1002-HX,FXS2203Q3M7,16.3.3,2021-02-16T07:35:35.000Z,54529918799
WALACEYNT-01MDF-WR02.network.providence.org,Cisco 4331 Integrated Services Router,10.236.204.6,Routers,ISR4331/K9,FLM2228V0HG,16.12.4,2021-02-16T07:41:11.000Z,5866012241
WSBY7B9S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.114.133,Switches and Hubs,WS-C2960-24-S,FOC1414W3VP,15.0(2)SE11,2021-02-16T07:35:35.000Z,33651842742
WMCH-1A-S001.network.providence.org,Cisco Catalyst 6509 Switch,10.108.54.1,Switches and Hubs,WS-C6509-E,SMC1236009A,12.2(33)SXI5,2021-02-16T07:35:35.000Z,313325742782
ORMFRMCNT-PAV4-R001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.20.28,Switches and Hubs,C9300-48P,FCW2234L0EK,16.6.5,2021-02-16T07:41:11.000Z,54997970205
KC-875Swift-2960x-1.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.188.2,Switches and Hubs,WS-C2960X-48FPD-L,FCW2040B0BC,15.2(2)E5,2021-02-16T07:35:35.000Z,123759994743
CAMHRMCNT-000BB-AS01.stjoe.org,Cisco Catalyst 9300 Switch,10.187.4.100,Switches and Hubs,C9300-48U,FOC2429L7LD,16.12.3a,2021-02-16T07:47:38.000Z,3053274577
CAEQUNX-00000106-WR02.network.providence.org,Cisco ASR 1002-X Router,10.9.0.2,Routers,ASR1002-X,FOX2008GAUZ,15.6(1)S4,2021-02-16T07:47:38.000Z,1141331957
WAKWKEDNT-01MDF1-AS02.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.111.128.3,Switches and Hubs,WS-C2960S-48FPS-L,FOC1711Z28C,15.2(1)E1,2021-02-16T07:35:35.000Z,213980332881
wsmc-iospk-s004.network.providence.org,Cisco Catalyst 3560G-48PS Switch,10.111.0.224,Switches and Hubs,WS-C3560G-48PS-S,FOC1202Y18G,12.2(55)SE9,2021-02-16T07:35:35.000Z,34024436295
KMC-RMC-2-2960X-2.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.163.3,Switches and Hubs,WS-C2960X-48FPD-L,FOC1928Z10G,15.0(2a)EX5,2021-02-16T07:35:35.000Z,111934346244
AKCARESNT-1122-CS01.network.providence.org,Cisco Catalyst 4500 Virtual Switching System,10.20.59.129,Switches and Hubs,WS-C4500X-16,JAE22480JLR,03.08.04.E,2021-02-16T07:35:35.000Z,36801749290
AKANBPKNT-01MDF-WR02.network.providence.org,Cisco 4331 Integrated Services Router,10.20.232.52,Routers,ISR4331/K9,FLM2140V1CE,16.12.4,2021-02-16T07:35:35.000Z,8540202
CA-SPMC-CBDG-001S-S01.network.providence.org,Cisco 3750 Stackable Switches,10.14.90.5,Switches and Hubs,WS-C3750V2-48TS-S,FDO1542X24Q,12.2(55)SE1,2021-02-16T07:41:11.000Z,194128437701
OELDLHSTS001.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.73,Switches and Hubs,WS-C3750V2-48PS-S,FDO1623X0Q9,12.2(55)SE1,2021-02-16T07:39:34.000Z,11148366951
CA-SPMC-CBDG-001S-S07.network.providence.org,Cisco 3750 Stackable Switches,10.15.127.246,Switches and Hubs,WS-C3750-48PS-S,FDO1331Y08H,12.2(55)SE1,2021-02-16T07:41:11.000Z,11959602180
WCOT-B2C-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.6,Switches and Hubs,WS-C3750X-48PF-L,FDO1440K0UK,12.2(53)SE2,2021-02-16T07:35:35.000Z,39596523509
WAWETMRNT-05MDF-AS01.network.providence.org,Cisco 3750 Stackable Switches,10.152.237.229,Switches and Hubs,WS-C3750V2-48PS-E,FDO1633X2PA,12.2(55)SE12,2021-02-16T07:35:35.000Z,47965546825
OPMC507-S001,Cisco 3750 Stackable Switches,10.150.16.83,Switches and Hubs,WS-C3750-48PS-S,FDO1401R1JW,12.2(55)SE1,2021-02-16T07:39:34.000Z,11148512799
ORSTVMCNT-MOB24-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.255.15,Switches and Hubs,C9300-48P,FCW2224E0ED,16.12.4,2021-02-16T07:39:34.000Z,1194732181
AAMC-G1161-S003.network.providence.org,Cisco 3750 Stackable Switches,10.16.43.40,Switches and Hubs,WS-C3750X-48P-L,FDO1719Z098,15.0(2)SE,2021-02-16T07:35:35.000Z,52142432594
OSTVMO22S002.network.providence.org,Cisco 3750 Stackable Switches,10.242.242.10,Switches and Hubs,WS-C3750V2-48PS-S,FDO1623Y0A6,12.2(55)SE1,2021-02-16T07:39:34.000Z,1194948935
ORPDXNP-011A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.244.162.19,Switches and Hubs,C9300-48P,FOC2218Z0B3,16.6.2,2021-02-16T07:39:34.000Z,78414422562
CACYNMBNT-01MDF-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.8.185.2,Switches and Hubs,C9300-48P,FOC2229Q07N,16.6.2,2021-02-16T07:39:34.000Z,2288094211
AKAKAMCNT-EB032-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.16.43.55,Switches and Hubs,C9300-48P,FCW2130G0E9,16.6.6,2021-02-16T07:35:35.000Z,34989478654
MMGPL-LAS-MDFPL2-02.stjoe.org,Cisco 3750 Stackable Switches,10.199.202.7,Switches and Hubs,WS-C3750X-48PF-L,FDO1719R240,15.0(2)SE6,2021-02-16T07:44:31.000Z,13948381087
SJEFN-CDSW-FINAN-01.stjoe.org,Cisco 3750 Stackable Switches,156.72.136.10,Switches and Hubs,WS-C3750X-48PF-L,FDO1651Z1WH,12.2(55)SE5,2021-02-16T07:44:31.000Z,34175706734
MHRMC-LAS-PAV5-01.stjoe.org,Cisco 3750 Stackable Switches,10.195.1.210,Switches and Hubs,WS-C3750X-48PF-L,FDO1939F0E4,12.2(55)SE10,2021-02-16T07:44:31.000Z,151840732842
AAMC-XXT1-S002.network.providence.org,Cisco Catalyst 3560-48PS Switch,10.16.175.62,Switches and Hubs,WS-C3560-48PS-S,CAT1114ZHZ8,12.2(55)SE5,2021-02-16T07:35:35.000Z,47377167252
AAMC-D1141-S001.network.providence.org,Cisco 3750 Stackable Switches,10.21.138.40,Switches and Hubs,WS-C3750V2-48TS-S,FDO1501Y2DU,12.2(55)SE1,2021-02-16T07:35:35.000Z,315032984501
OPSH-2E-S001.network.providence.org,Cisco 3750 Stackable Switches,10.253.87.11,Switches and Hubs,WS-C3750-48PS-S,CAT1126RGEN,12.2(55)SE1,2021-02-16T07:39:34.000Z,311293645064
WPCH-RCS-S001.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.239.31.1,Switches and Hubs,WS-C3850-48F-S,FOC1842X1JQ,16.6.6,2021-02-16T07:41:11.000Z,10716488671
WRDCMDF-S901.network.providence.org,Cisco Catalyst 6509 Switch,10.230.99.6,Switches and Hubs,WS-C6509,TSC0724003R,12.2(33)SXI12,2021-02-16T07:41:11.000Z,32660615516
WARCSLCNT-01MDF-SW01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.215.1,Switches and Hubs,C9300-48P,FOC2235Q0NM,16.8.1a,2021-02-16T07:41:11.000Z,2614565704
WLCW-01B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.236.215.4,Switches and Hubs,WS-C3750V2-48PS-S,FDO1516X3JF,12.2(55)SE1,2021-02-16T07:41:11.000Z,2494670549
WVOPMDF-S001.network.providence.org,Cisco 3750 Stackable Switches,10.230.37.10,Switches and Hubs,WS-C3750V2-48PS-S,FDO1719Y286,12.2(55)SE7,2021-02-16T07:41:11.000Z,176622324465
WAVALOPNT-W1-W01.network.providence.org,Cisco Catalyst 9300 Switch,10.230.37.54,Switches and Hubs,C9300-48P,FCW2237E04C,16.8.1a,2021-02-16T07:41:11.000Z,1055487556
OR-POPK-BDG2-004E-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.28,Switches and Hubs,WS-C3750V2-48PS-S,FDO1350Z0D2,12.2(55)SE1,2021-02-16T07:39:34.000Z,2985168724
WASTPMCNT-EGP1A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.130,Switches and Hubs,C9300-48P,FCW2237S00Y,16.6.2,2021-02-16T07:41:11.000Z,18169448391
WASTPMCNT-EGP3B-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.132,Switches and Hubs,C9300-48P,FCW2234D0NC,16.6.2,2021-02-16T07:41:11.000Z,38658126282
ORSTVMCNT-0002W-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.2.12,Switches and Hubs,C9300-48P,FCW2210L08F,16.6.2,2021-02-16T07:39:34.000Z,10697704757
OPMCPL3WS001.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.70,Switches and Hubs,WS-C3750V2-48PS-S,FDO1845Y02D,12.2(55)SE1,2021-02-16T07:39:34.000Z,18959110
OCTW-1E-S001.network.providence.org,Cisco 3750 Stackable Switches,10.253.20.14,Switches and Hubs,WS-C3750-48TS-S,FDO1217Z1NF,12.2(55)SE1,2021-02-16T07:39:34.000Z,51713793
AAMC-FB086-S002.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.5,Switches and Hubs,WS-C3750V2-48PS-S,FDO1512X0JX,12.2(55)SE5,2021-02-16T07:35:35.000Z,47390797024
OPSH-1B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.253.87.10,Switches and Hubs,WS-C3750-48TS-S,CAT1027ZMN5,12.2(55)SE1,2021-02-16T07:39:34.000Z,13911358411
OSTVMO44S001.network.providence.org,Cisco 3750 Stackable Switches,10.242.240.21,Switches and Hubs,WS-C3750-24PS-S,FDO1227Z2BJ,12.2(55)SE1,2021-02-16T07:39:34.000Z,201429841832
WQDC-3B10-GUEST-WC03,Cisco 5508 Wireless LAN Controller,170.173.229.68,Wireless Controller,AIR-CT5508-K9,FCW1815L04J,8.5.164.0,2021-02-16T07:37:39.000Z,15154860476
WQDC-3B11-GUEST-WC01,Cisco 5508 Wireless LAN Controller,170.173.229.66,Wireless Controller,AIR-CT5508-K9,FCW1817L03R,8.5.164.0,2021-02-16T07:37:39.000Z,15160073338
HIE-4-4510-1.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.20,Switches and Hubs,WS-C4510R+E,FOX1504GC0A,03.02.02.SG,2021-02-16T07:39:34.000Z,46400018955
OPMHSURGS001.network.providence.org,Cisco 3750 Stackable Switches,10.247.2.253,Switches and Hubs,WS-C3750-48PS-S,CAT1035ZG0P,12.2(55)SE1,2021-02-16T07:38:05.000Z,152463298565
HIW-1-4510-1.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.33,Switches and Hubs,WS-C4510R+E,FOX1504GC0U,03.02.02.SG,2021-02-16T07:39:34.000Z,302318620432
OMMCROCTS002.network.providence.org,Cisco Catalyst 2950T 24 Switch,10.248.2.22,Switches and Hubs,WS-C2950T-24,FHK0726Z0K0,12.1(22)EA6,2021-02-16T07:38:05.000Z,2107745838
OMMCPLZ4S005.network.providence.org,Cisco 3750 Stackable Switches,10.248.2.31,Switches and Hubs,WS-C3750V2-48PS-S,FDO1449X3NT,12.2(55)SE1,2021-02-16T07:38:05.000Z,5225206060
SRMMC-LCC-CR-V.stjoe.org,Cisco Catalyst 6500 Virtual Switching System,10.209.9.20,Switches and Hubs,WS-C6509-E,SMG1529N01F,12.2(33)SXI8,2021-02-16T07:44:31.000Z,107087250852
TXRDC-WOP-O38-1.stjoe.org,Cisco WAVE 8541 Wide Area Virtualization Engine,10.246.16.4,Content Networking,WAVE-8541-K9,FCH1614V02M,5.4.1,2021-02-16T07:44:31.000Z,4542860303
CA-HCMC-HCPN-003E-E03.network.providence.org,Cisco 3750 Stackable Switches,10.4.90.53,Switches and Hubs,WS-C3750V2-48PS-S,FDO1518X1BF,12.2(55)SE1,2021-02-16T07:38:05.000Z,12442141620
CA-HCMC-HCPL-003A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.90.49,Switches and Hubs,C9300-48P,FOC2151Q06L,16.6.2,2021-02-16T07:38:05.000Z,30194898229
MSP-MDC-R101-iLO-S01,Cisco Catalyst 2960-24TT Switch,10.192.4.10,Switches and Hubs,WS-C2960-24TT-L,FOC1241U1XN,12.2(50)SE1,2021-02-16T07:41:11.000Z,20345905991
WASTPMCNT-0002A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.34,Switches and Hubs,C9300-48P,FCW2136L03K,16.6.2,2021-02-16T07:36:43.000Z,74189819194
WPCH-01C-S001.network.providence.org,Cisco 3750 Stackable Switches,10.239.99.50,Switches and Hubs,WS-C3750V2-48PS-S,FDO1723Y0KF,12.2(55)SE1,2021-02-16T07:41:11.000Z,60436345758
AKAKARBNT-DC408-WR02.network.providence.org,Cisco ASR 1002-HX Router,10.21.15.72,Routers,ASR1002-HX,FXS2202Q28F,16.3.3,2021-02-16T07:35:35.000Z,20953909384
WPCH-RCS-S001.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.239.31.1,Switches and Hubs,WS-C3850-48F-S,FOC1842X1J9,16.6.6,2021-02-16T07:41:11.000Z,10716488671
WSBY7B10S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.114.135,Switches and Hubs,WS-C2960-24-S,FOC1414W3WE,15.0(2)SE11,2021-02-16T07:35:35.000Z,33653583464
WMCH-1A-S006.network.providence.org,Cisco Nexus 9372TX Switch,10.108.54.31,Switches and Hubs,N9K-C9372TX,SAL1932LU21,7.0(3)I4(7),2021-02-16T07:35:35.000Z,15064293070
ORMFRMCNT-PAV4-R001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.20.28,Switches and Hubs,C9300-48P,FCW2234L0HV,16.6.5,2021-02-16T07:41:11.000Z,54997970205
KC-875Swift-2960x-1.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.188.2,Switches and Hubs,WS-C2960X-48FPD-L,FOC2040Z00W,15.2(2)E5,2021-02-16T07:35:35.000Z,123759994743
CAMHRMCNT-000BB-AS01.stjoe.org,Cisco Catalyst 9300 Switch,10.187.4.100,Switches and Hubs,C9300-48U,FOC2429L80T,16.12.3a,2021-02-16T07:47:38.000Z,3053274577
CAEQUNX-00000105-TS01,Cisco Nexus 3132Q Switch,10.150.74.198,Switches and Hubs,N3K-C3172PQ-10GE,FOC2442R0L7,9.2(2),2021-02-16T07:47:38.000Z,278741949
KMC-HSC-2960-2.kmc.kadlec.org,Cisco Catalyst 2960-24PC-L Switch,10.110.137.2,Switches and Hubs,WS-C2960-24PC-L,FOC1228Z1JQ,15.0(2)SE6,2021-02-16T07:35:35.000Z,8427209019
wsmc-iospk-s005.network.providence.org,Cisco Catalyst 3560G-48PS Switch,10.111.0.225,Switches and Hubs,WS-C3560G-48PS-S,FOC1202Y1BF,12.2(55)SE9,2021-02-16T07:35:35.000Z,165488734093
KMC-RMC-2-2960X-2.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.163.3,Switches and Hubs,WS-C2960X-48FPD-L,FCW1928A30B,15.0(2a)EX5,2021-02-16T07:35:35.000Z,111934346244
AKCARESNT-1122-WR01.network.providence.org,Cisco 4331 Integrated Services Router,10.150.35.34,Routers,ISR4331/K9,FLM2250W1B8,16.12.4,2021-02-16T07:35:35.000Z,2678534144
AKKOIMCNT-E3334B-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.26.48.37,Switches and Hubs,C9300-48P,FCW2151L0HK,16.8.1a,2021-02-16T07:35:35.000Z,60942678939
CA-SPMC-CBDG-001S-S01.network.providence.org,Cisco 3750 Stackable Switches,10.14.90.5,Switches and Hubs,WS-C3750V2-48PS-S,FDO1528X1Y1,12.2(55)SE1,2021-02-16T07:41:11.000Z,194128437701
OELDLHSTS001.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.73,Switches and Hubs,WS-C3750V2-48PS-S,FDO1623X0QP,12.2(55)SE1,2021-02-16T07:39:34.000Z,11148366951
